Tanggal,Beras,Beras Kualitas Bawah I (kg),Beras Kualitas Bawah II (kg),Beras Kualitas Medium I (kg),Beras Kualitas Medium II (kg),Beras Kualitas Super I (kg),Beras Kualitas Super II (kg),Bawang Merah,Bawang Merah Ukuran Sedang (kg),Bawang Putih,Bawang Putih Ukuran Sedang (kg),Cabai Merah,Cabai Merah Besar (kg),Cabai Merah Keriting  (kg),Cabai Rawit,Cabai Rawit Hijau (kg),Cabai Rawit Merah (kg)
19/02/2020,11850,10800,10450,11900,11700,13150,12650,39700,39700,50100,50100,46950,53350,45100,45500,39300,52150
20/02/2020,11850,10800,10450,11900,11700,13150,12650,39450,39450,49600,49600,47700,54000,45950,44300,38950,50050
21/02/2020,11850,10800,10450,11900,11700,13100,12600,38900,38900,48800,48800,48250,54050,46650,43700,38600,49100
24/02/2020,11850,10800,10450,11900,11700,13100,12650,38050,38050,47700,47700,48250,54300,46200,41100,38100,43950
25/02/2020,11850,10800,10450,11900,11700,13100,12650,37700,37700,47300,47300,47900,54150,45850,40450,37600,43150
26/02/2020,11850,10800,10450,11900,11700,13100,12650,37450,37450,46900,46900,47350,53400,45350,39850,37150,42400
27/02/2020,11850,10850,10450,11900,11750,13150,12700,37450,37450,46850,46850,46100,52400,43800,39700,36700,42200
28/02/2020,11850,10850,10450,11900,11700,13150,12700,37150,37150,46500,46500,45000,51500,42500,38550,36200,40550
02/03/2020,11850,10800,10450,11900,11700,13150,12650,36850,36850,46100,46100,44050,50050,41750,38300,36250,39750
03/03/2020,11850,10850,10500,11950,11750,13150,12700,36900,36900,46050,46050,43150,49150,40700,38450,36050,40050
04/03/2020,11850,10850,10450,11900,11700,13150,12650,36750,36750,45750,45750,43050,49250,40400,38400,36100,39850
05/03/2020,11850,10800,10450,11900,11700,13150,12650,36800,36800,45650,45650,43100,49350,40400,38600,36500,40100
06/03/2020,11750,10750,10400,11800,11600,13100,12600,36750,36750,45800,45800,42600,48650,39950,38150,36200,39450
09/03/2020,11850,10850,10450,11950,11700,13150,12700,37250,37250,45000,45000,41700,46800,40000,37950,35750,39600
10/03/2020,11850,10850,10450,11950,11700,13150,12700,37300,37300,44900,44900,41300,45800,39700,38000,35750,39550
11/03/2020,11850,10850,10450,11950,11700,13150,12700,37450,37450,44600,44600,40700,44450,39000,37800,35550,39500
12/03/2020,11850,10850,10450,11900,11700,13150,12700,37350,37350,44450,44450,40350,44550,38850,38200,35550,40250
13/03/2020,11850,10850,10450,11900,11700,13150,12700,37400,37400,44500,44500,39650,43200,38250,38250,35500,40450
16/03/2020,11850,10850,10450,11900,11700,13150,12700,37750,37750,44100,44100,37500,40850,36200,39000,34750,42850
17/03/2020,11850,10850,10450,11900,11700,13150,12700,37800,37800,44250,44250,36950,40500,35500,39750,34950,44700
18/03/2020,11850,10850,10450,11900,11700,13150,12700,37900,37900,44400,44400,36450,40100,35100,40000,34950,45450
19/03/2020,11850,10850,10450,11900,11700,13150,12700,37850,37850,44300,44300,35900,39800,34500,40150,35050,45900
20/03/2020,11900,10850,10500,11950,11750,13150,12700,37700,37700,44400,44400,35900,39450,34450,40350,35050,46200
23/03/2020,11850,10850,10450,11900,11700,13150,12700,38900,38900,44500,44500,35200,38700,33900,41000,35450,46950
24/03/2020,11850,10850,10450,12000,11750,13150,12700,39100,39100,44700,44700,34850,38400,33700,41550,35800,47950
26/03/2020,11850,10850,10450,12000,11750,13150,12750,39650,39650,44450,44450,34900,38850,33400,42050,36150,48650
27/03/2020,11850,10850,10450,11950,11750,13150,12700,39900,39900,44600,44600,34700,38500,33250,42750,36100,50500
30/03/2020,11900,10850,10500,11950,11750,13150,12700,40500,40500,44950,44950,33350,36150,32200,42350,35850,49650
31/03/2020,11900,10850,10450,11950,11750,13200,12750,41050,41050,45100,45100,33150,35750,32050,42300,35750,49550
01/04/2020,11900,10900,10500,12000,11750,13200,12750,41250,41250,45200,45200,32800,35300,31650,43100,36600,50600
02/04/2020,11900,10900,10500,12000,11800,13200,12750,41250,41250,45300,45300,32700,35000,31700,43750,37150,51450
03/04/2020,11900,10900,10500,12000,11800,13200,12750,41300,41300,45250,45250,32700,34950,31900,43850,37050,51550
06/04/2020,11900,10900,10500,12000,11800,13200,12750,42000,42000,45200,45200,32900,35650,31700,44200,35750,52650
07/04/2020,11900,10900,10500,12000,11800,13200,12750,42000,42000,45250,45250,32800,35600,31600,44550,36350,53050
08/04/2020,11900,10900,10500,12000,11800,13200,12750,42150,42150,45000,45000,32700,35650,31300,44850,36500,53700
09/04/2020,11900,10900,10500,12000,11750,13200,12750,42550,42550,44850,44850,32600,35550,31250,44400,36200,53100
13/04/2020,11900,10900,10500,12000,11750,13150,12750,43250,43250,43800,43800,32000,34500,31000,42900,36050,50200
14/04/2020,11900,10900,10500,11950,11750,13200,12750,43100,43100,43600,43600,31850,34600,30700,43100,35850,50450
15/04/2020,11900,10900,10500,12000,11750,13200,12650,43200,43200,43150,43150,32050,34200,31350,42250,35500,49100
16/04/2020,11950,10900,10500,12000,11750,13200,12750,43050,43050,42850,42850,31000,33400,30100,41300,35200,47500
17/04/2020,11950,10900,10500,12000,11750,13200,12750,43050,43050,42600,42600,30600,32800,29850,40350,34400,46100
20/04/2020,11950,10900,10500,12000,11750,13200,12750,43750,43750,41500,41500,31200,32300,30650,39600,34650,44450
21/04/2020,11950,10900,10500,12000,11750,13200,12750,43850,43850,41100,41100,31400,32600,30850,39150,34400,43850
22/04/2020,11950,10900,10450,12000,11750,13200,12750,44200,44200,40700,40700,32000,33300,31350,39200,34550,43800
23/04/2020,11950,10900,10500,12000,11750,13200,12750,44700,44700,40650,40650,32450,33900,31750,38800,34550,43150
24/04/2020,11950,10900,10500,12000,11750,13200,12750,44750,44750,40500,40500,32150,33550,31550,38400,34050,42750
27/04/2020,11950,10900,10500,12000,11800,13200,12750,45500,45500,40000,40000,32750,34300,32300,38800,34900,42850
28/04/2020,11900,10900,10450,12000,11800,13200,12750,45550,45550,39700,39700,32700,34250,32100,38300,34700,42300
29/04/2020,11900,10900,10450,12000,11800,13200,12700,45800,45800,39550,39550,31950,33650,31350,36600,33550,39500
30/04/2020,11900,10900,10450,12000,11800,13200,12700,46200,46200,39250,39250,31600,33300,31250,35350,32950,37650
04/05/2020,11900,10900,10450,12000,11750,13200,12700,48850,48850,38700,38700,30600,32600,29950,34700,31900,38100
05/05/2020,11900,10900,10450,12000,11750,13200,12700,49200,49200,38300,38300,30500,32950,29600,33700,31400,36150
06/05/2020,11900,10900,10450,12000,11750,13150,12700,49700,49700,38100,38100,30150,32350,29600,33200,31100,35500
08/05/2020,11900,10850,10450,12000,11750,13150,12700,50200,50200,37750,37750,29400,32050,29050,33100,30750,35700
11/05/2020,11900,10850,10450,12000,11750,13150,12700,51650,51650,37050,37050,28150,31500,27550,33000,30450,35400
12/05/2020,11900,10850,10450,11950,11750,13150,12700,51950,51950,36950,36950,28100,31350,27550,32800,30400,35000
13/05/2020,11900,10850,10450,12000,11750,13150,12700,52100,52100,36800,36800,28000,31200,27550,32300,29850,34650
14/05/2020,11900,10850,10450,11950,11750,13150,12700,52250,52250,36400,36400,27750,31250,26950,32150,29500,34200
15/05/2020,11900,10850,10450,11950,11750,13150,12700,52450,52450,36100,36100,27700,30950,27000,32250,29600,34300
18/05/2020,11900,10850,10450,12000,11750,13150,12700,54300,54300,35100,35100,28250,31500,27250,31100,29150,33250
19/05/2020,11900,10850,10450,11950,11750,13150,12700,55150,55150,34800,34800,28650,31700,27700,31500,29250,33800
20/05/2020,11900,10850,10450,11950,11750,13200,12750,56100,56100,34500,34500,29750,32250,28900,32400,29800,34950
28/05/2020,11900,10850,10450,11950,11700,13200,12750,57600,57600,33950,33950,31600,33550,31100,36950,33050,41350
29/05/2020,11900,10850,10450,11950,11750,13200,12750,58550,58550,33650,33650,30900,33000,30250,36050,32550,39850
02/06/2020,11900,10850,10450,11900,11700,13150,12750,59200,59200,32500,32500,29150,30450,28450,33200,30550,35650
03/06/2020,11900,10850,10450,11900,11700,13150,12750,59100,59100,32000,32000,28600,30250,27900,32700,30150,35150
04/06/2020,11900,10850,10450,11900,11700,13150,12750,59150,59150,31800,31800,27950,29650,27100,33700,30350,37150
05/06/2020,11900,10850,10450,11900,11700,13150,12750,58850,58850,31400,31400,28050,30050,27150,33200,29850,36700
08/06/2020,11900,10850,10450,11900,11700,13150,12750,58250,58250,30650,30650,28300,29950,27550,33300,30400,37150
09/06/2020,11850,10850,10450,11900,11700,13150,12700,57700,57700,30250,30250,28300,30100,27500,33750,30900,37600
10/06/2020,11850,10850,10400,11900,11700,13150,12700,56750,56750,29850,29850,28450,30200,27400,33400,30400,37200
11/06/2020,11850,10850,10400,11900,11700,13150,12700,56300,56300,29400,29400,28800,30800,27400,33400,30450,37200
12/06/2020,11850,10850,10400,11900,11700,13150,12700,55450,55450,29250,29250,28650,30250,27550,33200,30400,36800
15/06/2020,11850,10850,10450,11900,11700,13150,12700,53050,53050,28050,28050,28850,30050,28300,33150,30450,35600
16/06/2020,11850,10850,10400,11900,11700,13150,12700,51900,51900,28000,28000,29000,30050,28450,32950,30350,35500
17/06/2020,11850,10850,10400,11850,11700,13100,12700,50800,50800,27700,27700,29150,30150,28350,32850,30150,35800
18/06/2020,11850,10800,10400,11900,11650,13150,12700,50600,50600,27800,27800,29200,30150,28450,32700,30350,35350
19/06/2020,11850,10800,10400,11900,11650,13150,12700,50400,50400,27700,27700,29250,29950,28750,32700,30300,35100
22/06/2020,11850,10800,10400,11850,11650,13150,12700,48450,48450,27200,27200,32200,32300,31850,33700,31650,35900
23/06/2020,11850,10800,10400,11850,11650,13150,12700,47650,47650,26800,26800,32400,31700,32100,33500,30950,36400
24/06/2020,11850,10800,10400,11850,11650,13150,12700,47550,47550,26500,26500,31950,31600,31500,33700,30750,36350
25/06/2020,11850,10800,10400,11850,11650,13150,12700,47100,47100,26450,26450,31550,31600,30950,33300,30800,35600
26/06/2020,11850,10800,10400,11850,11650,13150,12700,46550,46550,31500,31500,31550,31850,31000,33100,31000,35550
29/06/2020,11850,10800,10400,11850,11650,13150,12700,45000,45000,25550,25550,30450,31200,29800,33250,31250,35900
30/06/2020,11850,10800,10400,11850,11650,13150,12700,44550,44550,25400,25400,30550,31500,29800,33500,31350,35850
01/07/2020,11850,10800,10400,11850,11650,13150,12700,44050,44050,25250,25250,30650,31350,30050,33350,31350,35750
02/07/2020,11850,10800,10400,11850,11650,13150,12700,43450,43450,24850,24850,30500,31300,29800,33100,31500,35300
03/07/2020,11850,10800,10400,11850,11650,13200,12700,43000,43000,24850,24850,30350,30650,29850,33100,31650,35250
06/07/2020,11850,10800,10400,11850,11650,13150,12700,41900,41900,24750,24750,30750,31600,29950,34150,31950,36350
07/07/2020,11850,10800,10400,11850,11650,13150,12700,41350,41350,24300,24300,30700,31400,30000,34250,31700,36750
08/07/2020,11850,10800,10400,11900,11700,13150,12700,41250,41250,24200,24200,31150,31600,30600,34350,31700,36750
09/07/2020,11850,10800,10400,11850,11650,13150,12700,40550,40550,23900,23900,30800,31250,30200,34100,31500,36050
10/07/2020,11850,10800,10400,11850,11700,13150,12700,40200,40200,24200,24200,30800,31350,30100,34100,31500,36450
13/07/2020,11850,10800,10450,11900,11650,13150,12750,39000,39000,23500,23500,31850,31950,31100,34900,32550,37300
14/07/2020,12000,10800,10450,11850,11650,13150,13600,38400,38400,23500,23500,32350,32500,31750,34550,32300,37000
15/07/2020,11850,10800,10400,11850,11650,13150,12750,38050,38050,23350,23350,32250,32150,31700,34550,32450,36850
16/07/2020,11850,10800,10400,11850,11650,13150,12750,37750,37750,23150,23150,32350,32000,31800,34450,32350,36850
17/07/2020,11850,10800,10400,11850,11650,13150,12750,37350,37350,23050,23050,32650,32300,32150,34700,32350,37250
20/07/2020,11850,10800,10400,11900,11650,13150,12750,36000,36000,23050,23050,32900,32200,32700,34050,31750,36300
21/07/2020,11850,10800,10400,11850,11650,13150,12750,35800,35800,23100,23100,33100,32200,33100,34300,32000,36550
22/07/2020,11850,10800,10400,11850,11650,13150,12750,35550,35550,23000,23000,33200,32050,33300,34350,32250,36550
23/07/2020,11850,10800,10400,11850,11650,13150,12750,35400,35400,23000,23000,33000,32000,33050,34350,32050,36200
24/07/2020,11850,10800,10400,11900,11700,13150,12750,35050,35050,22900,22900,33150,32350,33150,34650,32250,36600
27/07/2020,11850,10800,10450,11850,11650,13150,12750,34250,34250,22800,22800,35700,35300,34900,34550,32450,36000
28/07/2020,11850,10800,10450,11850,11650,13150,12750,34000,34000,22850,22850,36050,36000,35100,34600,33000,36150
29/07/2020,11850,10800,10350,11850,11650,13150,12750,33750,33750,22850,22850,37300,37050,36650,34900,33050,36250
30/07/2020,11850,10800,10450,11850,11650,13150,12750,33750,33750,22900,22900,38900,38400,38350,35100,33300,36600
03/08/2020,11850,10800,10400,11850,11650,13150,12750,33000,33000,22650,22650,38250,38400,37400,37500,35300,39500
04/08/2020,11850,10800,10400,11850,11650,13150,12750,32950,32950,22700,22700,37950,38350,36950,37750,36050,39550
05/08/2020,11850,10800,10400,11850,11650,13150,12750,32800,32800,22600,22600,36650,37100,35800,37450,35550,39050
06/08/2020,11850,10850,10450,11900,11650,13200,12750,32950,32950,22600,22600,36050,36800,35100,36350,34500,37550
07/08/2020,11850,10800,10350,11900,11650,13150,12750,32700,32700,22650,22650,35500,36050,34650,36000,34300,37150
10/08/2020,11850,10800,10400,11900,11650,13150,12750,32950,32950,22750,22750,34300,34050,34000,35250,33300,36700
11/08/2020,11850,10800,10450,11900,11650,13150,12750,33100,33100,22900,22900,34000,33750,33700,34800,33200,36350
12/08/2020,11850,10800,10450,11900,11650,13150,12750,33150,33150,23000,23000,33600,33700,33200,34950,33000,36100
13/08/2020,11850,10800,10450,11900,11650,13150,12750,33000,33000,23000,23000,33150,33300,32600,34650,32900,35650
14/08/2020,11850,10800,10450,11900,11650,13150,12750,33000,33000,22950,22950,32850,33250,32200,34400,32650,35400
18/08/2020,11850,10800,10450,11900,11650,13150,12750,32400,32400,23750,23750,32100,32450,31350,33050,32050,33800
19/08/2020,11850,10800,10450,11900,11650,13150,12750,32200,32200,23950,23950,31650,31550,31250,33000,31700,33400
24/08/2020,11850,10800,10450,11850,11650,13150,12750,31350,31350,24850,24850,30700,30450,30150,32100,31000,32550
25/08/2020,11850,10800,10450,11850,11650,13150,12750,31100,31100,25100,25100,30250,30450,29600,32050,30750,32300
26/08/2020,11850,10800,10450,11850,11650,13150,12750,30900,30900,25400,25400,29900,30150,29300,31750,30750,32100
27/08/2020,11850,10800,10450,11850,11650,13150,12750,30650,30650,25750,25750,29700,30000,29050,31500,30600,31850
28/08/2020,11850,10800,10450,11850,11650,13100,12750,30600,30600,25950,25950,29600,30050,28900,31500,30500,31950
31/08/2020,11850,10800,10450,11850,11650,13100,12750,30450,30450,26050,26050,29450,30100,28450,31800,31050,32600
01/09/2020,11850,10800,10400,11850,11650,13100,12750,30600,30600,26250,26250,29400,30100,28450,31900,31100,32650
02/09/2020,11800,10750,10400,11850,11650,13100,12700,30650,30650,26250,26250,29600,30400,28500,31800,30950,32750
03/09/2020,11850,10750,10400,11900,11650,13100,12700,30450,30450,26300,26300,29650,30600,28600,32000,30800,33250
04/09/2020,11800,10750,10400,11850,11650,13100,12700,30500,30500,26350,26350,29600,30850,28500,32000,30700,33350
07/09/2020,11800,10750,10400,11850,11650,13100,12700,30850,30850,26450,26450,30950,32600,29750,32750,31150,34100
08/09/2020,11800,10750,10400,11850,11650,13100,12700,30900,30900,26450,26450,31450,33400,30150,32550,31050,33900
09/09/2020,11800,10750,10400,11850,11650,13100,12700,31000,31000,26500,26500,31750,33450,30350,32800,31100,33950
10/09/2020,11800,10750,10400,11850,11650,13100,12700,31050,31050,26600,26600,31850,33750,30450,32600,31000,33850
11/09/2020,11800,10750,10400,11850,11650,13100,12700,31050,31050,26650,26650,32050,33750,30700,32650,30750,33850
14/09/2020,11800,10750,10400,11850,11650,13100,12700,31100,31100,26600,26600,32850,34650,31350,32100,30700,33150
15/09/2020,11800,10750,10400,11850,11650,13100,12700,31100,31100,26800,26800,33000,34900,31450,31850,30650,32850
16/09/2020,11800,10750,10400,11850,11650,13100,12700,31050,31050,26800,26800,33250,35050,31750,32050,30900,33000
17/09/2020,11800,10750,10400,11850,11650,13100,12700,31050,31050,26850,26850,33300,35050,31750,32000,30850,32900
18/09/2020,11800,10750,10400,11850,11650,13100,12700,30950,30950,26800,26800,33000,35200,31400,31550,30750,32400
21/09/2020,11800,10750,10400,11850,11650,13100,12700,30850,30850,26750,26750,34000,36450,32100,31500,31450,31750
22/09/2020,11800,10750,10400,11850,11650,13100,12700,30800,30800,26750,26750,34000,36450,32150,30800,30750,30900
23/09/2020,11800,10750,10400,11850,11650,13100,12700,30700,30700,26600,26600,34250,36500,32350,30700,30700,30600
24/09/2020,11800,10750,10400,11850,11650,13100,12700,30700,30700,26550,26550,34450,36750,32600,30600,30650,30500
25/09/2020,11800,10750,10400,11850,11600,13100,12700,30700,30700,26600,26600,34800,37050,33100,30700,30600,30650
28/09/2020,11800,10750,10400,11850,11600,13100,12700,30450,30450,26600,26600,36600,38350,35000,30600,30500,30700
29/09/2020,11800,10750,10400,11850,11600,13100,12700,30350,30350,26550,26550,37000,39100,35350,30900,30350,31400
30/09/2020,11800,10750,10400,11850,11650,13100,12700,30300,30300,26550,26550,37700,39500,36200,31550,31350,31800
01/10/2020,11800,10750,10400,11850,11650,13100,12700,30250,30250,26500,26500,38200,40000,36700,31700,31500,32000
02/10/2020,11800,10750,10400,11850,11650,13100,12700,30250,30250,26550,26550,38750,40700,37250,31800,31700,32000
05/10/2020,11800,10750,10400,11850,11650,13100,12700,30950,30950,26600,26600,41900,43750,40400,32400,32000,32750
06/10/2020,11800,10750,10400,11850,11650,13100,12700,31250,31250,26700,26700,42300,44150,40450,33300,32150,33200
07/10/2020,11800,10750,10400,11850,11650,13100,12700,31500,31500,26650,26650,42800,44400,40950,33200,32750,33400
08/10/2020,11800,10750,10400,11850,11650,13100,12700,31650,31650,26600,26600,43200,44650,41350,33150,32600,33300
09/10/2020,11800,10750,10400,11850,11650,13100,12700,31950,31950,26550,26550,43500,44550,41700,33300,32950,33250
12/10/2020,11800,10750,10400,11850,11650,13100,12700,33200,33200,26750,26750,43750,44450,42250,33100,33000,32900
13/10/2020,11800,10800,10400,11850,11650,13100,12700,33350,33350,26750,26750,43550,44200,42050,33600,33750,33150
14/10/2020,11800,10800,10400,11850,11650,13100,12700,33700,33700,26750,26750,43200,43900,41700,33700,33850,33300
15/10/2020,11800,10800,10400,11850,11650,13100,12700,33850,33850,26700,26700,42950,43450,41550,34250,34700,33700
16/10/2020,11800,10750,10400,11850,11650,13100,12700,34000,34000,26800,26800,42800,43300,41400,34150,34550,33650
19/10/2020,11800,10750,10400,11850,11650,13100,12700,34300,34300,26850,26850,42100,42400,40950,33950,34050,34050
20/10/2020,11800,10750,10400,11850,11650,13100,12700,34500,34500,27000,27000,42000,41900,41250,34300,34150,34550
21/10/2020,11800,10750,10400,11850,11600,13100,12750,34500,34500,27150,27150,41650,41650,40900,34400,34200,34750
22/10/2020,11800,10750,10400,11850,11600,13100,12700,34600,34600,27100,27100,41800,41500,41150,34350,33750,35200
23/10/2020,11800,10750,10400,11850,11600,13100,12700,34700,34700,27200,27200,41850,41500,41200,34600,33150,36000
26/10/2020,11800,10750,10400,11850,11600,13100,12700,35200,35200,27300,27300,42550,43550,41700,35400,33900,36750
27/10/2020,11850,10700,10400,11850,11600,13100,12700,35250,35250,27500,27500,43000,43150,42250,35500,33800,36750
02/11/2020,11800,10750,10400,11850,11600,13100,12650,35450,35450,27750,27750,43700,44400,42750,35550,33750,37050
03/11/2020,11800,10750,10400,11850,11600,13100,12650,35850,35850,27900,27900,43850,44800,42700,35200,33100,36750
04/11/2020,11800,10800,10400,11850,11650,13100,12650,36050,36050,27900,27900,43750,44500,42600,35300,33100,36950
05/11/2020,11800,10800,10400,11850,11650,13100,12650,36300,36300,27950,27950,43600,44450,42250,35500,33400,37250
06/11/2020,11800,10800,10400,11850,11650,13100,12650,36700,36700,28100,28100,43350,44050,42200,35700,33550,37650
09/11/2020,11800,10800,10400,11850,11650,13100,12650,37400,37400,28200,28200,42950,43800,41800,36400,33600,39200
10/11/2020,11800,10800,10400,11850,11650,13050,12650,37750,37750,28250,28250,42900,43550,41700,36650,33750,39400
11/11/2020,11800,10800,10400,11850,11650,13100,12650,38000,38000,28300,28300,42700,43650,41550,36650,33700,39600
12/11/2020,11800,10750,10400,11850,11650,13100,12650,38200,38200,28400,28400,42300,43450,41100,36600,33650,39650
13/11/2020,11800,10750,10400,11850,11650,13100,12650,38350,38350,28500,28500,42100,43050,41050,36350,33700,39150
16/11/2020,11800,10750,10400,11850,11650,13050,12650,38450,38450,28650,28650,41650,42550,40400,36700,34250,39150
17/11/2020,11800,10750,10400,11850,11650,13050,12650,38450,38450,28600,28600,41450,42250,40200,36700,34200,39150
18/11/2020,11800,10750,10400,11850,11650,13050,12650,38300,38300,28750,28750,41300,42300,40150,36400,34100,38700
19/11/2020,11800,10750,10400,11850,11650,13050,12650,38350,38350,28750,28750,41150,42500,39900,36150,33850,38650
20/11/2020,11800,10750,10350,11850,11650,13100,12650,38450,38450,28750,28750,41150,42550,39900,36150,33750,38800
23/11/2020,11800,10750,10400,11850,11650,13050,12650,38300,38300,28800,28800,40800,42450,39250,36200,33550,39550
24/11/2020,11800,10750,10400,11850,11650,13050,12650,38150,38150,28850,28850,40850,42200,39450,36450,33700,39800
25/11/2020,11800,10750,10400,11850,11650,13050,12650,38100,38100,28850,28850,40750,41950,39450,36750,33700,40350
26/11/2020,11800,10750,10400,11850,11600,13050,12650,38000,38000,28900,28900,41150,42750,39550,37500,34050,41250
27/11/2020,11800,10750,10400,11850,11600,13050,12650,37850,37850,28800,28800,42150,43650,40600,38050,34100,42300
30/11/2020,11800,10750,10400,11850,11600,13050,12650,37750,37750,28800,28800,44500,45700,43200,41300,36350,46400
01/12/2020,11800,10800,10400,11850,11650,13050,12650,37550,37550,28750,28750,45300,46550,44100,42600,36250,47200
02/12/2020,11800,10750,10400,11850,11600,13050,12650,37500,37500,28750,28750,45700,46850,44700,42600,36550,48600
03/12/2020,11800,10750,10400,11850,11600,13050,12650,37150,37150,28750,28750,46550,48100,45400,42750,37200,48300
04/12/2020,11800,10750,10400,11850,11600,13050,12650,37450,37450,28750,28750,47450,49100,46250,43800,38100,49750
07/12/2020,11800,10750,10400,11850,11600,13050,12650,37500,37500,28700,28700,48650,50900,47450,46250,39500,52650
08/12/2020,11800,10750,10400,11850,11600,13050,12650,37500,37500,28700,28700,49200,51700,47900,46700,39900,53450
10/12/2020,11800,10750,10400,11850,11600,13050,12650,37350,37350,28750,28750,50050,52450,48950,47350,41800,53400
11/12/2020,11800,10750,10400,11850,11600,13050,12650,37250,37250,28750,28750,50250,53150,48900,47750,42550,53400
14/12/2020,11800,10750,10400,11850,11600,13050,12650,37100,37100,28650,28650,50800,54000,49200,47400,43650,51200
15/12/2020,11800,10750,10400,11800,11600,13100,12650,37000,37000,28650,28650,51150,54300,49800,47950,44150,51750
16/12/2020,11800,10750,10400,11850,11600,13100,12650,36850,36850,28650,28650,51300,54500,49950,47800,44100,51600
17/12/2020,11800,10750,10400,11850,11600,13100,12650,36400,36400,28650,28650,51900,55200,50600,48300,44500,52250
18/12/2020,11800,10750,10400,11850,11600,13100,12650,36700,36700,28650,28650,52650,55800,51400,48450,44950,52500
21/12/2020,11800,10750,10400,11800,11600,13100,12650,36150,36150,28450,28450,54950,57800,53550,51700,47150,56200
22/12/2020,11800,10750,10400,11800,11600,13100,12750,36000,36000,28550,28550,56600,59300,55500,53450,50250,57600
23/12/2020,11800,10750,10400,11800,11600,13100,12750,35850,35850,28500,28500,57300,59600,56400,53450,50850,57350
28/12/2020,11800,10750,10400,11800,11600,13050,12700,35000,35000,28500,28500,59550,59950,59000,58600,54400,63300
29/12/2020,11800,10750,10400,11800,11600,13050,12700,34800,34800,28500,28500,59050,59750,58350,59450,55300,63700
30/12/2020,11800,10750,10400,11800,11600,13100,12750,34650,34650,28700,28700,58250,59150,57800,59700,55500,64100
04/01/2021,11800,10800,10400,11800,11650,13100,12750,33950,33950,28500,28500,57550,56800,58200,68900,61300,76850
05/01/2021,11800,10850,10450,11800,11600,13050,12750,33850,33850,28500,28500,57350,56600,58100,68500,58250,77950
06/01/2021,11800,10800,10450,11850,11650,13100,12750,33700,33700,28450,28450,56350,55900,57250,68850,57150,78650
07/01/2021,11800,10800,10450,11800,11650,13100,12750,33550,33550,28500,28500,55900,54450,57100,69550,58750,79100
08/01/2021,11800,10800,10450,11800,11650,13100,12750,33350,33350,28450,28450,54900,53350,55950,69800,58300,78600
11/01/2021,11800,10800,10450,11800,11650,13100,12750,33050,33050,28300,28300,52850,50850,54600,69700,58300,78300
12/01/2021,11800,10800,10450,11800,11650,13100,12750,32900,32900,28200,28200,52650,50450,54500,70150,58700,78850
13/01/2021,11800,10800,10450,11800,11600,13100,12750,32950,32950,28200,28200,51800,49950,53500,69400,58450,77850
14/01/2021,11800,10800,10450,11800,11600,13100,12750,32950,32950,28250,28250,51250,49250,53000,69550,58450,77500
15/01/2021,11800,10800,10450,11800,11600,13100,12750,32800,32800,28350,28350,51350,49450,53150,69900,59800,77200
18/01/2021,11800,10800,10500,11850,11650,13100,12700,32650,32650,28350,28350,52400,50050,54550,70100,60650,76350
19/01/2021,11800,10800,10500,11800,11600,13100,12700,32600,32600,28250,28250,52050,49650,54250,69600,60600,75700
20/01/2021,11800,10800,10500,11800,11650,13100,12700,32500,32500,28250,28250,51550,49050,53700,69150,60050,74950
21/01/2021,11800,10800,10500,11800,11600,13100,12700,32400,32400,28250,28250,50550,48600,52600,68200,60150,73300
22/01/2021,11800,10800,10500,11800,11650,13100,12700,32350,32350,28200,28200,49700,48100,51700,68100,60150,72950
25/01/2021,11800,10800,10500,11800,11650,13100,12700,31900,31900,28050,28050,47600,46700,48900,67300,60600,71400
26/01/2021,11800,10800,10500,11800,11650,13100,12700,31950,31950,28050,28050,47550,46950,48850,67050,60650,71200
27/01/2021,11850,10850,10500,11900,11700,13200,12800,32000,32000,28050,28050,47250,47250,48350,68200,62850,72200
28/01/2021,11800,10800,10500,11800,11600,13100,12700,31700,31700,28750,28750,46700,46500,47850,66750,60500,71250
29/01/2021,11850,10800,10500,11850,11650,13150,12750,31650,31650,28000,28000,47650,46600,48900,67600,61500,71450
01/02/2021,11800,10850,10500,11800,11600,13100,12700,31450,31450,27900,27900,48350,47500,49900,67350,60800,72000
02/02/2021,11800,10850,10500,11800,11600,13100,12700,31400,31400,28000,28000,49250,48250,50900,68150,62400,73050
03/02/2021,11800,10850,10500,11800,11600,13100,12700,31300,31300,28000,28000,50300,49700,51850,68700,61800,73450
04/02/2021,11800,10850,10500,11800,11600,13100,12700,31350,31350,27950,27950,50550,49900,52100,68700,62150,73250
05/02/2021,11800,10850,10550,11800,11600,13100,12700,31250,31250,27950,27950,50800,50100,52300,68500,62300,72850
08/02/2021,11800,10800,10550,11800,11600,13100,12700,31250,31250,27950,27950,50850,50450,52450,69300,62650,73450
09/02/2021,11800,10800,10550,11800,11600,13100,12700,31350,31350,28000,28000,50750,50950,51850,69350,63800,73300
10/02/2021,11800,10800,10550,11800,11600,13100,12700,31750,31750,28050,28050,50250,50350,51200,69300,64100,72850
11/02/2021,11800,10800,10500,11800,11600,13100,12700,32050,32050,28250,28250,50750,49900,53550,69400,64000,73100
15/02/2021,11800,10800,10500,11800,11600,13100,12700,32700,32700,28600,28600,49050,49050,50000,70650,62700,76750
16/02/2021,11800,10800,10500,11800,11600,13100,12700,32750,32750,28700,28700,48350,47900,49450,70150,63150,77050
