Tanggal,Beras,Beras Kualitas Bawah I (kg),Beras Kualitas Bawah II (kg),Beras Kualitas Medium I (kg),Beras Kualitas Medium II (kg),Beras Kualitas Super I (kg),Beras Kualitas Super II (kg),Bawang Merah,Bawang Merah Ukuran Sedang (kg),Bawang Putih,Bawang Putih Ukuran Sedang (kg),Cabai Merah,Cabai Merah Besar (kg),Cabai Merah Keriting  (kg),Cabai Rawit,Cabai Rawit Hijau (kg),Cabai Rawit Merah (kg)
14/03/2019,11850,10750,10400,11900,11750,13100,12750,32950,32950,29350,29350,28400,30500,27600,35700,32800,39200
15/03/2019,11850,10750,10400,11900,11750,13150,12750,33050,33050,29950,29950,28500,30700,27700,35700,32200,39100
18/03/2019,11850,10750,10400,11900,11700,13100,12750,33650,33650,30900,30900,29200,31050,28250,35900,32450,39750
19/03/2019,11850,10750,10400,11900,11700,13100,12750,33700,33700,31300,31300,29150,31200,28000,35850,33000,39000
20/03/2019,11800,10750,10450,11800,11650,13100,12750,33650,33650,31300,31300,28650,31000,27600,35250,33050,37500
21/03/2019,11850,10750,10400,11900,11700,13100,12750,33750,33750,31450,31450,29300,31350,28300,35750,32900,38700
22/03/2019,11850,10750,10400,11900,11700,13100,12750,33950,33950,31550,31550,29450,31500,28450,35650,32850,38500
25/03/2019,11800,10750,10400,11900,11700,13100,12750,35900,35900,32200,32200,29950,32350,28450,35550,32850,38300
26/03/2019,11800,10750,10400,11850,11700,13050,12700,36150,36150,32350,32350,29850,32150,28450,35400,32850,37900
27/03/2019,11800,10750,10400,11850,11700,13050,12700,36500,36500,32450,32450,29950,32250,28550,35100,32600,37650
28/03/2019,11800,10750,10400,11850,11650,13050,12700,36850,36850,32800,32800,30150,32250,28900,35000,32650,37400
29/03/2019,11800,10750,10400,11850,11700,13100,12700,37050,37050,33150,33150,30150,32200,29000,35400,32700,38100
01/04/2019,11750,10700,10350,11850,11650,13050,12700,37600,37600,34950,34950,29700,31600,28400,35100,32150,38000
02/04/2019,11750,10700,10350,11850,11650,13050,12700,38000,38000,35650,35650,29700,31850,28250,34750,32150,37000
04/04/2019,11750,10700,10350,11850,11650,13050,12700,38350,38350,36400,36400,30700,32800,28950,35000,32300,37450
05/04/2019,11750,10700,10350,11800,11600,13050,12650,38550,38550,36650,36650,31050,33000,29250,35100,32300,37800
08/04/2019,11750,10700,10350,11800,11600,13050,12650,39000,39000,37200,37200,31750,33800,30000,35850,33000,38700
09/04/2019,11750,10700,10350,11800,11600,13050,12650,39250,39250,37550,37550,31750,34000,29850,36050,33200,38950
10/04/2019,11750,10700,10350,11800,11600,13050,12650,39400,39400,38000,38000,31800,33950,30000,35900,33450,38300
11/04/2019,11750,10700,10350,11800,11600,13000,12650,39600,39600,38200,38200,31700,34250,29600,35750,33600,37800
12/04/2019,11750,10700,10300,11750,11600,13000,12650,39850,39850,38650,38650,31850,34450,29700,36000,33450,38350
15/04/2019,11700,10650,10300,11750,11600,13000,12650,40800,40800,41800,41800,32300,35100,30150,36300,33900,38250
16/04/2019,11700,10650,10300,11750,11550,13000,12650,40850,40850,42850,42850,32250,35100,30050,36050,33850,37850
17/04/2019,12600,11800,10850,12700,12550,14000,13250,39750,39750,42600,42600,26100,25900,26900,39300,40700,31650
18/04/2019,11800,10750,10400,11850,11600,13050,12700,41550,41550,44300,44300,33150,36050,30950,39800,36300,43450
22/04/2019,11700,10650,10300,11750,11550,13000,12600,41400,41400,46900,46900,35400,37700,33200,41650,37500,44500
23/04/2019,11700,10650,10300,11750,11550,13000,12600,41550,41550,47300,47300,35850,37900,33950,41350,38150,43600
24/04/2019,11700,10650,10300,11750,11550,13000,12600,41500,41500,47350,47350,35200,37750,33400,40550,37600,42500
25/04/2019,11700,10650,10300,11750,11550,13000,12600,41600,41600,47850,47850,35150,37600,33400,40650,37950,42650
26/04/2019,11700,10650,10300,11750,11550,13000,12600,41500,41500,48000,48000,35350,37600,33600,40350,37500,42100
29/04/2019,11700,10650,10300,11750,11550,13000,12600,41150,41150,49000,49000,35250,37300,33750,40100,36600,42900
30/04/2019,11700,10650,10250,11750,11550,13000,12600,41000,41000,49700,49700,35250,37550,33650,41150,37200,44650
02/05/2019,11700,10650,10250,11750,11550,13000,12600,40350,40350,53950,53950,36600,38700,35350,41250,37350,44800
03/05/2019,11700,10650,10250,11750,11550,12950,12600,40100,40100,56450,56450,37800,39550,36550,40900,37400,44150
06/05/2019,11700,10650,10250,11750,11550,13000,12600,39400,39400,64100,64100,40600,41750,39800,44200,39700,48400
07/05/2019,11700,10650,10250,11750,11550,13000,12600,39050,39050,63700,63700,41950,42650,41100,45550,41050,49300
08/05/2019,11700,10650,10250,11750,11550,13000,12600,38800,38800,61350,61350,42300,43150,41450,45800,41650,49700
09/05/2019,11700,10650,10250,11750,11550,13000,12600,38650,38650,59450,59450,42700,43400,41850,45550,41450,49200
10/05/2019,11700,10600,10300,11750,11550,13100,12700,38600,38600,58650,58650,42050,43800,40900,44600,41450,47550
13/05/2019,11700,10650,10250,11800,11550,13000,12600,37500,37500,55250,55250,39950,41450,38700,41850,38400,44650
14/05/2019,11700,10650,10250,11750,11550,13000,12600,37350,37350,53450,53450,39200,40900,37800,41100,37250,44300
15/05/2019,11700,10650,10250,11800,11550,13050,12650,37300,37300,51750,51750,38350,39850,37050,41100,37550,44000
16/05/2019,11700,10650,10250,11750,11550,13000,12600,36500,36500,50100,50100,37250,39100,35700,39850,36500,42300
17/05/2019,11700,10650,10250,11750,11550,13000,12600,36300,36300,49050,49050,37000,39450,35200,39000,35950,41300
20/05/2019,11700,10600,10250,11750,11550,13000,12600,35450,35450,45200,45200,36800,38800,35000,40350,37250,42650
21/05/2019,11700,10600,10250,11750,11550,13000,12600,35500,35500,44550,44550,36350,38550,34550,40000,37100,42300
22/05/2019,11700,10600,10250,11750,11550,13000,12600,35350,35350,43550,43550,36000,37850,34450,39250,36550,41450
23/05/2019,11700,10600,10250,11750,11550,13000,12600,35200,35200,42500,42500,36250,38150,34800,38850,36300,40600
24/05/2019,11700,10600,10250,11750,11500,13000,12600,35250,35250,41950,41950,36500,38350,34900,38850,36250,40850
27/05/2019,11700,10600,10250,11750,11550,13000,12600,35450,35450,41350,41350,38400,40000,36700,39100,37000,41300
28/05/2019,11650,10600,10250,11650,11450,13000,12600,35600,35600,41050,41050,39150,41050,37400,38700,36850,40800
29/05/2019,11700,10600,10250,11750,11550,13000,12600,35950,35950,41550,41550,40500,42550,38750,39550,37850,41150
31/05/2019,11700,10600,10250,11750,11550,13000,12550,36650,36650,41450,41450,44050,46000,42200,39150,37750,40350
03/06/2019,11700,10600,10250,11750,11550,13000,12600,38200,38200,41900,41900,58250,60200,55950,43550,41450,46050
04/06/2019,11700,10600,10250,11750,11550,13000,12600,38900,38900,42400,42400,63600,65000,61850,46000,43550,48400
05/06/2019,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
06/06/2019,13100,12500,11000,13250,13250,14000,13500,53750,53750,67500,67500,38750,40000,37500,62500,57500,75000
07/06/2019,11500,10550,10100,11400,11550,12650,12300,43350,43350,47550,47550,57250,55750,55750,42100,43150,43650
10/06/2019,11700,10600,10250,11750,11550,13000,12600,38550,38550,41600,41600,52250,51900,50950,43950,42300,45400
11/06/2019,11700,10650,10250,11750,11550,13000,12600,38700,38700,41500,41500,50800,50000,49600,42700,42100,42150
12/06/2019,11650,10600,10250,11700,11450,13000,12650,38700,38700,41700,41700,48550,49400,47450,41000,40750,39900
13/06/2019,11700,10650,10250,11750,11550,13000,12650,39050,39050,41850,41850,49750,48150,48850,40200,39750,39350
14/06/2019,11700,10650,10250,11750,11550,13000,12600,39100,39100,41950,41950,50500,49250,49700,40200,39450,39650
17/06/2019,11700,10650,10250,11750,11550,13050,12650,39500,39500,41550,41550,50150,48200,49700,39550,38600,39600
18/06/2019,11700,10650,10250,11800,11600,13050,12650,39500,39500,41450,41450,49650,48100,49550,39100,38100,38900
19/06/2019,11700,10650,10250,11800,11600,13050,12650,39400,39400,41350,41350,49650,48500,49500,39550,39000,39000
20/06/2019,11700,10650,10250,11800,11600,13050,12650,39450,39450,41200,41200,49950,49050,49550,40100,39100,39850
21/06/2019,11700,10650,10250,11800,11600,13050,12650,39200,39200,41150,41150,51300,50350,51300,41150,40400,40750
24/06/2019,11700,10650,10250,11800,11600,13050,12650,39200,39200,40600,40600,52750,53000,52200,42650,42200,41550
25/06/2019,11700,10650,10250,11800,11600,13050,12600,39150,39150,40650,40650,53100,52600,52550,42600,42300,41500
26/06/2019,11700,10650,10250,11800,11600,13050,12650,38850,38850,40500,40500,53800,53400,52900,42550,42350,40950
27/06/2019,11700,10650,10250,11800,11600,13050,12600,38850,38850,40350,40350,53850,53700,53150,42800,42700,41050
28/06/2019,11700,10650,10250,11800,11600,13050,12600,38550,38550,40150,40150,54400,54550,53700,43800,43850,42100
01/07/2019,11700,10650,10250,11750,11600,13050,12600,37400,37400,39350,39350,55050,54750,54800,46100,46100,44200
02/07/2019,11700,10650,10250,11750,11600,13050,12650,37100,37100,39200,39200,55350,55200,54800,47400,47400,45350
03/07/2019,11700,10650,10250,11750,11600,13050,12650,37100,37100,39050,39050,56150,56050,55850,49500,48900,48400
04/07/2019,11750,10700,10300,11800,11650,13100,12700,36900,36900,38850,38850,57850,56850,57700,52400,50650,51800
05/07/2019,11700,10650,10250,11750,11600,13050,12650,36600,36600,38800,38800,57300,56250,57150,52650,51450,52100
08/07/2019,11700,10650,10250,11800,11600,13000,12650,35900,35900,38350,38350,58350,56700,58150,54500,52750,54100
09/07/2019,11700,10650,10250,11800,11600,13050,12650,35950,35950,38100,38100,58450,56400,58400,55050,53150,55300
10/07/2019,11700,10650,10250,11800,11600,13050,12650,35650,35650,37900,37900,58150,56150,58250,55800,53950,56300
11/07/2019,11700,10650,10250,11800,11600,13050,12650,35000,35000,37550,37550,58000,56050,58200,56750,54900,57000
12/07/2019,11700,10650,10250,11800,11600,13050,12650,34850,34850,37400,37400,58450,56550,58750,56900,54850,57900
15/07/2019,11700,10650,10250,11800,11600,13050,12650,34650,34650,37450,37450,60000,58350,60450,60600,57150,63100
16/07/2019,11700,10650,10250,11800,11600,13050,12650,34350,34350,37350,37350,60150,58150,60750,61000,57350,63100
17/07/2019,11700,10650,10250,11800,11600,13050,12650,34250,34250,37150,37150,59650,57600,60600,61250,57700,63950
18/07/2019,11700,10650,10250,11800,11600,13050,12650,33950,33950,36900,36900,59350,57750,60000,62000,58350,65050
19/07/2019,11750,10700,10300,11850,11650,13100,12700,33850,33850,36950,36950,59850,58200,60650,63100,58350,67050
22/07/2019,11700,10650,10250,11800,11600,13050,12600,33400,33400,36650,36650,59150,56500,60500,63450,58850,68400
23/07/2019,11750,10650,10250,11850,11600,13100,12650,33400,33400,36750,36750,58900,56300,60250,64150,59900,68700
24/07/2019,11700,10650,10250,11850,11600,13050,12650,33000,33000,36300,36300,58750,56600,60150,64850,60500,70400
25/07/2019,11750,10650,10250,11850,11600,13100,12650,32650,32650,36250,36250,58500,56650,59800,65000,60600,70250
26/07/2019,11700,10650,10300,11800,11600,13050,12600,32800,32800,36200,36200,58150,56100,59400,64800,59800,70600
29/07/2019,11700,10650,10250,11800,11600,13050,12600,31900,31900,35800,35800,57650,55450,59250,68400,61500,75650
30/07/2019,11700,10650,10250,11800,11600,13050,12600,31600,31600,35650,35650,57350,55100,59100,69000,61650,76850
31/07/2019,11700,10650,10250,11800,11600,13050,12600,31700,31700,35500,35500,57600,55450,59200,68950,61300,77100
01/08/2019,11700,10600,10250,11800,11600,13000,12600,31450,31450,35250,35250,57300,55150,58950,69000,61450,77350
02/08/2019,11700,10650,10250,11800,11600,13000,12600,31350,31350,35250,35250,57600,55450,59200,68750,61250,76900
05/08/2019,11700,10650,10250,11800,11600,13000,12600,30800,30800,34800,34800,60300,58400,61950,69200,61050,77950
06/08/2019,11700,10700,10250,11800,11550,13000,12600,30550,30550,34600,34600,61600,60000,63000,70100,61400,79500
07/08/2019,11700,10650,10250,11800,11600,13000,12600,30650,30650,34800,34800,63950,62150,65450,70700,62300,79900
08/08/2019,11700,10650,10250,11800,11600,13050,12600,30350,30350,34550,34550,66850,64700,68400,71000,62550,80000
09/08/2019,11700,10650,10250,11800,11600,13050,12600,30300,30300,34550,34550,70650,68400,72300,72300,63800,81300
12/08/2019,11700,10650,10250,11800,11600,13000,12600,29950,29950,34600,34600,72250,70300,73550,73100,64150,82250
13/08/2019,11700,10650,10250,11800,11600,13000,12600,29700,29700,34550,34550,71550,69400,72850,72750,63750,81900
14/08/2019,11750,10700,10300,11850,11650,13050,12650,29500,29500,34400,34400,70750,68500,72300,73400,63950,82600
15/08/2019,11700,10650,10250,11800,11600,13000,12600,29350,29350,34150,34150,69600,68500,70850,72350,64050,80250
16/08/2019,11750,10700,10300,11850,11650,13050,12650,29300,29300,34100,34100,68050,66900,69700,71300,62850,79000
19/08/2019,11700,10650,10250,11800,11600,13000,12600,28400,28400,33850,33850,63450,60800,65500,66700,59400,73700
20/08/2019,11700,10700,10300,11850,11600,13050,12600,28400,28400,34000,34000,62300,59450,64450,65650,58150,72800
21/08/2019,11700,10750,10300,11850,11550,13050,12600,27850,27850,33850,33850,61200,58450,63250,64250,57050,71150
22/08/2019,11700,10600,10250,11800,11600,13000,12550,27550,27550,33650,33650,60300,57350,62300,63700,56650,70650
23/08/2019,11700,10650,10250,11800,11600,13000,12600,27300,27300,33600,33600,58750,55450,60750,62750,55400,69950
26/08/2019,11700,10650,10250,11800,11600,13050,12600,26450,26450,33250,33250,55750,51150,58350,60850,53300,68850
27/08/2019,11700,10650,10250,11800,11600,13000,12600,26150,26150,33250,33250,55250,50550,57950,60150,52600,68300
28/08/2019,11700,10650,10250,11800,11600,13000,12600,25950,25950,33150,33150,54700,49800,57350,59400,52250,67150
29/08/2019,11700,10650,10250,11800,11550,13050,12600,25750,25750,33100,33100,54400,49800,57000,58600,52050,66050
30/08/2019,11700,10700,10300,11850,11550,13050,12600,25700,25700,33150,33150,53400,48300,56450,57150,50450,64600
02/09/2019,11700,10650,10250,11800,11550,13050,12600,24800,24800,32850,32850,53100,48850,56200,58150,50600,66750
03/09/2019,11700,10650,10250,11800,11550,13050,12600,24750,24750,32900,32900,52150,47800,55700,59000,50900,67200
04/09/2019,11700,10650,10250,11800,11600,13050,12600,24550,24550,32750,32750,51900,47250,55400,59550,51300,67700
05/09/2019,11700,10650,10250,11800,11600,13050,12600,24300,24300,32600,32600,51350,47000,54600,59700,51350,68050
06/09/2019,11700,10650,10250,11800,11600,13050,12600,24250,24250,32500,32500,50650,46500,53850,60100,51150,68950
09/09/2019,11700,10600,10250,11800,11600,13050,12600,24050,24050,32600,32600,49250,45700,52000,60950,51200,70650
10/09/2019,11700,10650,10250,11800,11600,13050,12600,24000,24000,32600,32600,49000,45500,51600,61400,51550,71400
11/09/2019,11700,10650,10250,11800,11600,13050,12600,24050,24050,32450,32450,48350,45350,50850,60250,51050,70200
12/09/2019,11700,10650,10250,11800,11550,13050,12600,23900,23900,32400,32400,47550,44700,50000,60350,51350,69950
13/09/2019,11700,10600,10250,11800,11550,13050,12600,23750,23750,32350,32350,47000,44550,49400,60150,51000,69850
16/09/2019,11700,10600,10250,11750,11550,13050,12600,23550,23550,32150,32150,45700,44000,47600,58950,51050,68300
17/09/2019,11700,10650,10250,11800,11550,13050,12600,23550,23550,32150,32150,45300,43700,47300,58850,51100,67550
18/09/2019,11700,10600,10250,11800,11550,13050,12600,23450,23450,32050,32050,44450,43150,46400,57850,50600,66150
19/09/2019,11700,10600,10250,11800,11550,13050,12600,23300,23300,32000,32000,43450,42600,45100,57750,51050,65650
20/09/2019,11700,10600,10250,11800,11550,13050,12600,23300,23300,31900,31900,43150,41850,44900,57200,50350,65150
23/09/2019,11700,10650,10300,11800,11600,13050,12600,23100,23100,31850,31850,43150,41950,44600,56000,49700,63200
24/09/2019,11700,10650,10250,11800,11600,13050,12600,23150,23150,31750,31750,43200,41900,44450,55450,49350,62300
25/09/2019,11700,10650,10300,11800,11600,13050,12600,23150,23150,31800,31800,42950,42000,44250,55100,49500,61850
26/09/2019,11700,10650,10300,11800,11600,13050,12600,23050,23050,31600,31600,42850,41650,44050,54750,49250,61700
27/09/2019,11750,10650,10300,11800,11600,13050,12600,22950,22950,31600,31600,42650,41400,44000,54600,49150,61300
30/09/2019,11700,10650,10300,11800,11600,13050,12600,22800,22800,31650,31650,42850,41700,44100,54450,48750,61550
01/10/2019,11700,10650,10300,11800,11600,13050,12600,22800,22800,31450,31450,42750,42100,43900,54200,48650,61350
02/10/2019,11750,10650,10300,11800,11600,13050,12600,22800,22800,31450,31450,42700,41650,43950,54750,49450,61250
03/10/2019,11750,10650,10300,11800,11600,13050,12600,22650,22650,31200,31200,43000,41850,44350,55400,49800,62600
04/10/2019,11750,10650,10300,11800,11600,13050,12600,22450,22450,31250,31250,42950,42000,44050,55600,50100,62700
07/10/2019,11750,10650,10300,11800,11600,13050,12600,22650,22650,31500,31500,43750,42600,44600,56250,50050,63700
08/10/2019,11750,10650,10300,11800,11600,13050,12650,22900,22900,31350,31350,44350,43400,44850,56400,50450,63650
09/10/2019,11750,10650,10300,11800,11600,13050,12650,23350,23350,31400,31400,44250,43050,44900,55900,50550,62900
10/10/2019,11750,10700,10300,11800,11600,13050,12650,23600,23600,31350,31350,44450,43400,45000,56450,51250,63350
11/10/2019,11750,10650,10300,11800,11600,13050,12650,23950,23950,31300,31300,44900,44150,45250,57300,51150,64800
14/10/2019,11750,10700,10300,11800,11600,13100,12650,25150,25150,31200,31200,46050,45900,46050,56250,50300,63450
15/10/2019,11750,10700,10300,11800,11600,13100,12600,25500,25500,31150,31150,46200,46150,46150,56500,51000,63150
16/10/2019,11750,10700,10300,11850,11650,13100,12650,25950,25950,31350,31350,45800,45700,45900,54350,48400,61100
17/10/2019,11750,10700,10300,11800,11600,13100,12600,26050,26050,31200,31200,45750,45700,45700,55950,50350,62450
18/10/2019,11750,10700,10300,11800,11600,13100,12600,26400,26400,31300,31300,45550,45450,45550,55950,50450,62450
21/10/2019,11750,10700,10300,11800,11600,13050,12600,26500,26500,31200,31200,45200,45900,44800,56500,50200,63400
22/10/2019,11750,10700,10300,11800,11600,13050,12600,26600,26600,31250,31250,45050,45750,44700,56400,49900,63550
23/10/2019,11750,10700,10300,11800,11600,13050,12600,26550,26550,31300,31300,44850,45550,44450,55400,49500,62300
24/10/2019,11750,10700,10300,11800,11600,13050,12600,26550,26550,31350,31350,44500,44900,44400,54450,48950,61250
25/10/2019,11750,10700,10350,11800,11600,13050,12600,26600,26600,31350,31350,44350,44750,44250,54350,49100,60950
28/10/2019,11750,10700,10300,11800,11600,13050,12600,26500,26500,31150,31150,42250,43100,41750,54050,48150,61350
29/10/2019,11750,10700,10350,11800,11600,13050,12600,26350,26350,31150,31150,42100,43100,41700,54150,48550,61100
30/10/2019,11750,10700,10350,11800,11600,13050,12600,26500,26500,31200,31200,41850,42800,41600,54000,48650,60650
31/10/2019,11750,10700,10300,11800,11600,13100,12650,26550,26550,31200,31200,40950,42150,40850,51600,46050,58400
01/11/2019,11750,10700,10350,11800,11600,13050,12600,26750,26750,31150,31150,41050,41800,41100,53600,48250,60400
04/11/2019,11750,10700,10350,11800,11600,13050,12600,27150,27150,31300,31300,41000,41200,41050,54100,48350,61300
05/11/2019,11750,10700,10300,11800,11600,13050,12600,27550,27550,31300,31300,41300,41350,41400,53800,48100,61200
06/11/2019,11750,10700,10300,11800,11600,13050,12600,27850,27850,31250,31250,41000,41200,41050,53850,47850,61450
07/11/2019,11700,10650,10350,11700,11500,13100,12600,27950,27950,31250,31250,40500,40700,40600,52950,47100,60700
08/11/2019,11750,10700,10350,11800,11600,13050,12600,28150,28150,31350,31350,41600,41450,41850,53550,47400,61050
11/11/2019,11750,10700,10350,11800,11600,13050,12600,28850,28850,31400,31400,42350,42300,42400,53700,47400,61450
12/11/2019,11750,10700,10350,11800,11600,13050,12600,29050,29050,31400,31400,41900,41250,42450,53100,47250,60250
13/11/2019,11750,10700,10350,11800,11600,13050,12600,29050,29050,31400,31400,42200,42150,42550,53150,47000,60500
14/11/2019,11750,10700,10350,11800,11600,13050,12600,29200,29200,31450,31450,41900,41750,42450,53100,47450,59850
15/11/2019,11800,10750,10400,11800,11650,13100,12650,29650,29650,31600,31600,41800,41900,42200,52800,47050,59850
18/11/2019,11750,10700,10350,11800,11600,13050,12600,30050,30050,31500,31500,39800,40000,40300,50800,45450,57350
19/11/2019,11750,10700,10350,11800,11600,13050,12600,30100,30100,31500,31500,39700,39850,40100,49900,44650,56300
20/11/2019,11750,10700,10350,11800,11600,13050,12600,30450,30450,31600,31600,39300,39400,39650,49450,44250,55850
21/11/2019,11750,10700,10350,11800,11600,13050,12600,30600,30600,31600,31600,38800,38950,39100,48600,43750,54650
22/11/2019,11750,10700,10350,11800,11600,13050,12600,30700,30700,31600,31600,38500,38550,38850,47700,42950,53550
25/11/2019,11750,10700,10350,11800,11600,13100,12600,30800,30800,31550,31550,36550,37200,36600,45600,41050,50600
26/11/2019,11750,10700,10350,11800,11600,13050,12600,30850,30850,31550,31550,36200,37100,36150,45150,40500,50250
27/11/2019,11750,10700,10350,11800,11600,13050,12600,30900,30900,31600,31600,35350,35950,35350,44350,39800,49450
28/11/2019,11750,10700,10350,11800,11600,13050,12600,31000,31000,31600,31600,35200,35850,35250,43700,39400,48900
29/11/2019,11750,10700,10350,11800,11600,13050,12600,31050,31050,31650,31650,34800,35650,34800,43150,39100,48100
02/12/2019,11750,10700,10350,11800,11600,13100,12600,31600,31600,31900,31900,33450,34600,33150,41050,36250,46050
03/12/2019,11750,10700,10350,11800,11600,13100,12600,31700,31700,31900,31900,33050,34250,32650,40750,35800,45600
04/12/2019,11750,10700,10350,11800,11600,13100,12600,31850,31850,31900,31900,32450,33400,32250,40250,35900,45050
05/12/2019,11750,10700,10350,11800,11600,13050,12600,31950,31950,31850,31850,32150,33100,31900,39900,35150,44850
06/12/2019,11750,10700,10350,11800,11600,13050,12600,32000,32000,31850,31850,31950,33000,31700,39700,34950,44800
09/12/2019,11700,10650,10300,11800,11600,13000,12550,32400,32400,31800,31800,31350,32400,31000,38700,34450,43200
10/12/2019,11750,10700,10350,11800,11600,13050,12600,32800,32800,32000,32000,31300,32350,31050,38650,34350,43200
11/12/2019,11800,10700,10300,11900,11650,13150,12650,33050,33050,32200,32200,31900,32700,31550,37650,33500,42100
12/12/2019,11750,10700,10350,11800,11600,13050,12600,33150,33150,32050,32050,31550,32600,31300,37950,33650,42550
13/12/2019,11750,10700,10350,11800,11650,13050,12600,33450,33450,32200,32200,31850,32650,31650,37750,33600,42100
16/12/2019,11750,10700,10350,11800,11650,13100,12600,34250,34250,32300,32300,32300,32950,31950,37200,33200,41300
17/12/2019,11750,10700,10350,11800,11650,13100,12600,34600,34600,32350,32350,32550,33100,32100,37000,32900,41450
18/12/2019,11750,10700,10350,11800,11650,13100,12600,34950,34950,32450,32450,32500,32950,32350,36850,32600,41550
19/12/2019,11750,10700,10350,11800,11650,13100,12600,35250,35250,32450,32450,32500,32950,32350,37100,32750,41950
20/12/2019,11750,10700,10350,11800,11650,13100,12600,35550,35550,32450,32450,32700,33350,32650,37150,32650,42100
23/12/2019,11750,10850,10350,11850,11650,13050,12600,36650,36650,32550,32550,34700,35550,34250,38950,34750,43450
26/12/2019,11800,10750,10350,11850,11700,13100,12650,37400,37400,32650,32650,35250,36700,34600,39500,35300,43700
27/12/2019,11750,10650,10350,11850,11650,13100,12600,37450,37450,32600,32600,35650,36450,35350,39000,34550,43400
30/12/2019,11800,10750,10350,11850,11650,13100,12600,37550,37550,32650,32650,36100,37900,35350,38700,34750,42350
31/12/2019,11800,10750,10350,11800,11650,13100,12600,37600,37600,32600,32600,36400,38350,35500,39150,34950,43050
02/01/2020,11800,10750,10350,11850,11700,13100,12600,37200,37200,32650,32650,39400,41500,39150,41200,36850,45700
03/01/2020,11850,10900,10400,11900,11750,13150,12650,37250,37250,32850,32850,39800,41600,39550,42900,37100,48400
06/01/2020,11800,10800,10400,11850,11700,13100,12600,37000,37000,33100,33100,42800,44200,42050,46900,40400,53800
07/01/2020,11800,10800,10400,11850,11700,13100,12600,36600,36600,33350,33350,42950,44550,42150,47600,40550,54800
08/01/2020,11800,10800,10400,11850,11700,13100,12600,36750,36750,33400,33400,43200,44900,42350,47550,40100,55800
09/01/2020,11800,10850,10400,11900,11700,13100,12600,36800,36800,33700,33700,43550,45450,42650,47500,39700,56000
10/01/2020,11850,10900,10450,11900,11750,13200,12700,37150,37150,34050,34050,43800,46450,43000,47600,39600,56750
13/01/2020,11800,10800,10400,11850,11700,13150,12600,37250,37250,34450,34450,45200,48100,44100,48350,40250,58050
14/01/2020,11850,10800,10400,11850,11700,13150,12650,37350,37350,34850,34850,45200,48400,43900,49350,40500,59750
15/01/2020,11850,10800,10450,11850,11700,13150,12650,37250,37250,35050,35050,45850,48650,44500,50050,40300,61200
16/01/2020,11850,10800,10450,11900,11700,13150,12650,37300,37300,35150,35150,46750,50050,45500,51200,40750,62950
17/01/2020,11850,10800,10450,11900,11700,13150,12650,37350,37350,35350,35350,47000,50400,45550,52100,41300,64300
20/01/2020,11850,10800,10450,11850,11700,13150,12650,37500,37500,35550,35550,47250,52400,45350,54350,42150,68400
21/01/2020,11850,10800,10450,11850,11700,13150,12650,37500,37500,35600,35600,46950,52350,44900,55200,42550,70350
22/01/2020,11900,10800,10450,11950,11750,13200,12700,37800,37800,35700,35700,47000,52400,45050,56250,43300,71750
23/01/2020,11850,10800,10450,11850,11700,13150,12650,37600,37600,35700,35700,47750,53950,45350,57200,43400,73150
24/01/2020,11850,10800,10450,11850,11700,13150,12650,37500,37500,35700,35700,47600,54250,45200,57150,43500,73100
27/01/2020,11850,10800,10450,11900,11700,13150,12650,38000,38000,35850,35850,48900,55750,45900,58250,44900,74300
28/01/2020,11850,10800,10450,11850,11700,13150,12650,38150,38150,36000,36000,49650,56000,46800,58500,44550,74750
29/01/2020,11850,10800,10450,11900,11700,13150,12650,38400,38400,36100,36100,50150,56500,47450,58650,44550,75200
30/01/2020,11850,10800,10450,11900,11700,13100,12650,38650,38650,36250,36250,50200,57150,47350,57950,44300,73400
31/01/2020,11850,10800,10450,11900,11700,13150,12650,38850,38850,36450,36450,50300,58050,47500,57750,44250,73700
03/02/2020,11850,10800,10450,11900,11700,13100,12600,39600,39600,44650,44650,51500,59000,49100,58150,44100,74350
04/02/2020,11850,10800,10450,11900,11700,13100,12600,40000,40000,46900,46900,52200,59400,49750,58350,43950,74750
05/02/2020,11850,10800,10450,11900,11700,13100,12600,40250,40250,49850,49850,52050,58250,49500,57900,43700,74100
06/02/2020,11850,10800,10450,11950,11700,13100,12600,40700,40700,51800,51800,51850,58850,49400,57250,43550,72700
07/02/2020,11850,10800,10450,11900,11700,13100,12600,41100,41100,53800,53800,52000,57750,49600,56800,43100,71850
10/02/2020,11850,10800,10450,11900,11700,13100,12600,41300,41300,55500,55500,50850,57750,48700,53550,42200,66900
11/02/2020,11850,10800,10450,11900,11700,13100,12650,41400,41400,55700,55700,50450,57400,48250,53400,41750,66650
12/02/2020,11800,10800,10450,11800,11650,13100,12650,40800,40800,55200,55200,49750,56950,47650,52300,41500,65400
13/02/2020,11850,10800,10450,11900,11700,13100,12650,40650,40650,55100,55100,49700,56100,47850,51800,41050,64000
14/02/2020,11900,10900,10500,11950,11750,13150,12700,40450,40450,54450,54450,49400,56050,47400,50400,40500,61750
17/02/2020,11900,10900,10500,11950,11800,13150,12700,39650,39650,51700,51700,47800,54750,45600,47450,40000,55900
18/02/2020,11850,10800,10450,11900,11700,13100,12650,39550,39550,50800,50800,47450,54050,45400,46500,39550,54050
